0,cnName,name,rarity,fullImgUrl,type,race,cost
561,牺牲契约,Sacrificial Pact,normal,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__NEW1_003_zhCN_SacrificialPact.png,spell,,0
562,邪火药水,Felfire Potion,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CFM_094_zhCN_FelfirePotion.png,spell,,6
563,血色狂欢者,Sanguine Reveler,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__ICC_903_zhCN_SanguineReveler.png,minion,,1
564,鲜血女巫,Blood Witch,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GIL_693_zhCN_BloodWitch.png,minion,,4
565,玛尔加尼斯,Mal'Ganis,legendary,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GVG_021_zhCN_MalGanis.png,minion,demon,9
566,恶魔法阵,Fiendish Circle,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GIL_191_zhCN_FiendishCircle.png,spell,,4
567,恶魔之心,Demonheart,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GVG_019_zhCN_Demonheart.png,spell,,5
568,逝网蜘蛛,Deathweb Spider,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GIL_565_zhCN_DeathwebSpider.png,minion,beast,5
569,威尔弗雷德·菲兹班,Wilfred Fizzlebang,legendary,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__AT_027_zhCN_WilfredFizzlebang.png,minion,,6
570,恐怖末日守卫,Fearsome Doomguard,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__AT_020_zhCN_FearsomeDoomguard.png,minion,demon,7
571,愤怒卫士,Wrathguard,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__AT_026_zhCN_Wrathguard.png,minion,demon,2
572,狂乱传染,Spreading Madness,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__OG_116_zhCN_SpreadingMadness.png,spell,,3
573,加拉克苏斯之拳,Fist of Jaraxxus,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__AT_022_zhCN_FistofJaraxxus.png,spell,,4
574,漂浮观察者,Floating Watcher,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GVG_100_zhCN_FloatingWatcher.png,minion,demon,5
575,邪能火炮,Fel Cannon,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GVG_020_zhCN_FelCannon.png,minion,meths,4
576,拉卡利地狱犬,Lakkari Felhound,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__UNG_833_zhCN_LakkariFelhound.png,minion,demon,4
577,夜色镇议员,Darkshire Councilman,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__OG_113_zhCN_DarkshireCouncilman.png,minion,,3
578,血色绽放,Bloodbloom,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__UNG_832_zhCN_Bloodbloom.png,spell,,2
579,吸取生命,Drain Life,normal,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CS2_061_zhCN_DrainLife.png,spell,,3
580,腐化迷雾,Corrupting Mist,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__UNG_831_zhCN_CorruptingMist.png,spell,,2
581,禁忌仪式,Forbidden Ritual,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__OG_114_zhCN_ForbiddenRitual.png,spell,,0
582,萨瓦丝女王,Clutchmother Zavas,legendary,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__UNG_836_zhCN_ClutchmotherZavas.png,minion,beast,2
583,聒噪的挖掘者,Chittering Tunneler,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__UNG_835_zhCN_ChitteringTunneler.png,minion,beast,3
584,喂食时间,Feeding Time,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__UNG_834_zhCN_FeedingTime.png,spell,,5
585,恶魔卫士,Felguard,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_301_zhCN_Felguard.png,minion,demon,3
586,吸取灵魂,Drain Soul,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__ICC_055_zhCN_DrainSoul.png,spell,,2
587,渊狱惩击者,Abyssal Enforcer,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CFM_751_zhCN_AbyssalEnforcer.png,minion,demon,7
588,痛苦女王,Mistress of Pain,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GVG_018_zhCN_MistressofPain.png,minion,demon,2
589,暗金教恶魔商贩,Kabal Trafficker,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CFM_663_zhCN_KabalTrafficker.png,minion,,6
590,黑暗交易,Dark Bargain,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__AT_025_zhCN_DarkBargain.png,spell,,6
591,夜行蝙蝠,Duskbat,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GIL_508_zhCN_Duskbat.png,minion,beast,3
592,女巫森林小鬼,Witchwood Imp,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GIL_608_zhCN_WitchwoodImp.png,minion,demon,1
593,小鬼骑士,Tiny Knight of Evil,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__AT_021_zhCN_TinyKnightofEvil.png,minion,demon,2
594,暗影箭,Shadow Bolt,normal,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CS2_057_zhCN_ShadowBolt.png,spell,,3
595,大灾变,Cataclysm,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOOT_417_zhCN_Cataclysm.png,spell,,4
596,恶魔之怒,Demonwrath,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__BRM_005_zhCN_Demonwrath.png,spell,,3
597,魔瘾结晶者,Crystalweaver,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CFM_610_zhCN_Crystalweaver.png,minion,,4
598,血怒药水,Bloodfury Potion,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CFM_611_zhCN_BloodfuryPotion.png,spell,,3
599,弃暗投明,Renounce Darkness,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__OG_118_zhCN_RenounceDarkness.png,spell,,2
600,唤魔者克鲁尔,Krul the Unshackled,legendary,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CFM_750_zhCN_KrultheUnshackled.png,minion,demon,9
601,强制牺牲,Unwilling Sacrifice,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__ICC_469_zhCN_UnwillingSacrifice.png,spell,,3
602,古加尔,Cho'gall,legendary,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__OG_121_zhCN_Chogall.png,minion,,7
603,小型法术紫水晶,Lesser Amethyst Spellstone,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOOT_043_zhCN_LesserAmethystSpellstone.png,spell,,4
604,恐惧战马,Dreadsteed,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__AT_019_zhCN_Dreadsteed.png,minion,demon,4
605,魅魔,Succubus,normal,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_306_zhCN_Succubus.png,minion,demon,2
606,残暴的恐龙术士,Cruel Dinomancer,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__UNG_830_zhCN_CruelDinomancer.png,minion,,6
607,着魔男仆,Possessed Lackey,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOOT_306_zhCN_PossessedLackey.png,minion,,5
608,深渊领主,Pit Lord,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_313_zhCN_PitLord.png,minion,demon,4
609,腐蚀术,Corruption,normal,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CS2_063_zhCN_Corruption.png,spell,,1
610,爆晶药水,Blastcrystal Potion,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CFM_608_zhCN_BlastcrystalPotion.png,spell,,4
611,咆哮魔,Howlfiend,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__ICC_218_zhCN_Howlfiend.png,minion,demon,3
612,卑鄙的恐惧魔王,Despicable Dreadlord,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__ICC_075_zhCN_DespicableDreadlord.png,minion,demon,5
613,力量的代价,Power Overwhelming,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_316_zhCN_PowerOverwhelming.png,spell,,1
614,堕落者之颅,Skull of the Man'ari,legendary,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOOT_420_zhCN_SkulloftheManari.png,weapon,,5
615,黑市摊贩,Dark Peddler,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOE_023_zhCN_DarkPeddler.png,minion,,2
616,末日降临,DOOM!,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__OG_239_zhCN_DOOM.png,spell,,10
617,鲜血女王兰娜瑟尔,Blood-Queen Lana'thel,legendary,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__ICC_841_zhCN_BloodQueenLanathel.png,minion,,5
618,着魔村民,Possessed Villager,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__OG_241_zhCN_PossessedVillager.png,minion,,1
619,加拉克苏斯大王,Lord Jaraxxus,legendary,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_323_zhCN_LordJaraxxus.png,minion,demon,9
620,末日守卫,Doomguard,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_310_zhCN_Doomguard.png,minion,demon,5
621,灵魂之火,Soulfire,normal,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_308_zhCN_Soulfire.png,spell,,1
622,虚弱诅咒,Curse of Weakness,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GIL_665_zhCN_CurseofWeakness.png,spell,,2
623,恶魔之火,Demonfire,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_596_zhCN_Demonfire.png,spell,,2
624,感知恶魔,Sense Demons,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_317_zhCN_SenseDemons.png,spell,,3
625,召唤传送门,Summoning Portal,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_315_zhCN_SummoningPortal.png,minion,,4
626,遗物搜寻者,Reliquary Seeker,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOE_116_zhCN_ReliquarySeeker.png,minion,,1
627,黑暗契约,Dark Pact,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOOT_017_zhCN_DarkPact.png,spell,,1
628,捕鼠人,Ratcatcher,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GIL_515_zhCN_Ratcatcher.png,minion,,3
629,狗头人图书管理员,Kobold Librarian,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOOT_014_zhCN_KoboldLibrarian.png,minion,,1
630,变节,Treachery,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__ICC_206_zhCN_Treachery.png,spell,,3
631,粗俗的矮劣魔,Vulgar Homunculus,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOOT_013_zhCN_VulgarHomunculus.png,minion,demon,2
632,黑暗附体,Dark Possession,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GIL_543_zhCN_DarkPossession.png,spell,,1
633,空灵召唤者,Voidcaller,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__FP1_022_zhCN_Voidcaller.png,minion,demon,4
634,虚空恐魔,Void Terror,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_304_zhCN_VoidTerror.png,minion,demon,3
635,玛克扎尔的小鬼,Malchezaar's Imp,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__KAR_089_zhCN_MalchezaarsImp.png,minion,demon,1
636,拉法姆的诅咒,Curse of Rafaam,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOE_007_zhCN_CurseofRafaam.png,spell,,2
637,首席门徒林恩,Ri,legendary,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOOT_415_zhCN_RintheFirstDisciple.png,minion,,6
638,虚空行者,Voidwalker,normal,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CS2_065_zhCN_Voidwalker.png,minion,demon,1
639,暗影烈焰,Shadowflame,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_303_zhCN_Shadowflame.png,spell,,4
640,心能魔像,Anima Golem,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__GVG_077_zhCN_AnimaGolem.png,minion,meths,6
641,地狱烈焰,Hellfire,normal,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CS2_062_zhCN_Hellfire.png,spell,,4
642,恐惧地狱火,Dread Infernal,normal,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CS2_064_zhCN_DreadInfernal.png,minion,demon,6
643,扭曲虚空,Twisting Nether,epic,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__EX1_312_zhCN_TwistingNether.png,spell,,8
644,铁钩掠夺者,Hooked Reaver,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__LOOT_018_zhCN_HookedReaver.png,minion,demon,4
645,渡魂者,Usher of Souls,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__OG_302_zhCN_UsherofSouls.png,minion,,5
646,饥饿的翼手龙,Ravenous Pterrordax,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__UNG_047_zhCN_RavenousPterrordax.png,minion,beast,4
647,焦油潜伏者,Tar Lurker,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__UNG_049_zhCN_TarLurker.png,minion,elemental,5
648,鲜血小鬼,Blood Imp,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__CS2_059_zhCN_BloodImp.png,minion,demon,1
649,恶魔融合,Demonfuse,common,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__AT_024_zhCN_Demonfuse.png,spell,,2
650,虚空碾压者,Void Crusher,rare,http://hearthstone.nos.netease.com/1/hscards/WARLOCK__AT_023_zhCN_VoidCrusher.png,minion,demon,6
651,黑猫,Black Cat,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__GIL_838_zhCN_BlackCat.png,minion,beast,3
652,爆炸符文,Explosive Runes,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__LOOT_101_zhCN_ExplosiveRunes.png,spell,,3
653,奥术锁匠,Arcane Keysmith,epic,http://hearthstone.nos.netease.com/1/hscards/MAGE__GIL_116_zhCN_ArcaneKeysmith.png,minion,,4
654,肯瑞托法师,Kirin Tor Mage,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__EX1_612_zhCN_KirinTorMage.png,minion,,3
655,蒸发,Vaporize,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__EX1_594_zhCN_Vaporize.png,spell,,3
656,麦迪文的男仆,Medivh's Valet,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__KAR_092_zhCN_MedivhsValet.png,minion,,2
657,燃烬风暴,Cinderstorm,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__GIL_147_zhCN_Cinderstorm.png,spell,,3
658,变形药水,Potion of Polymorph,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__CFM_620_zhCN_PotionofPolymorph.png,spell,,3
659,大法师安东尼达斯,Archmage Antonidas,legendary,http://hearthstone.nos.netease.com/1/hscards/MAGE__EX1_559_zhCN_ArchmageAntonidas.png,minion,,7
660,镜像,Mirror Image,normal,http://hearthstone.nos.netease.com/1/hscards/MAGE__CS2_027_zhCN_MirrorImage.png,spell,,1
661,冰霜女巫吉安娜,Frost Lich Jaina,legendary,http://hearthstone.nos.netease.com/1/hscards/MAGE__ICC_833_zhCN_FrostLichJaina.png,,,9
662,炎爆术,Pyroblast,epic,http://hearthstone.nos.netease.com/1/hscards/MAGE__EX1_279_zhCN_Pyroblast.png,spell,,10
663,小型法术红宝石,Lesser Ruby Spellstone,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__LOOT_103_zhCN_LesserRubySpellstone.png,spell,,2
664,法力浮龙,Mana Wyrm,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__NEW1_012_zhCN_ManaWyrm.png,minion,,1
665,大法师阿鲁高,Archmage Arugal,legendary,http://hearthstone.nos.netease.com/1/hscards/MAGE__GIL_691_zhCN_ArchmageArugal.png,minion,,2
666,急速冷冻,Snap Freeze,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__GIL_801_zhCN_SnapFreeze.png,spell,,2
667,强能奥术飞弹,Greater Arcane Missiles,epic,http://hearthstone.nos.netease.com/1/hscards/MAGE__CFM_623_zhCN_GreaterArcaneMissiles.png,spell,,7
668,活体风暴,Shimmering Tempest,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__UNG_846_zhCN_ShimmeringTempest.png,minion,elemental,2
669,狂热铸魂者,Manic Soulcaster,epic,http://hearthstone.nos.netease.com/1/hscards/MAGE__CFM_660_zhCN_ManicSoulcaster.png,minion,,3
670,呓语魔典,Babbling Book,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__KAR_009_zhCN_BabblingBook.png,minion,,1
671,火球术,Fireball,normal,http://hearthstone.nos.netease.com/1/hscards/MAGE__CS2_029_zhCN_Fireball.png,spell,,4
672,无面召唤者,Faceless Summoner,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__OG_207_zhCN_FacelessSummoner.png,minion,,6
673,火妖,Flamewaker,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__BRM_002_zhCN_Flamewaker.png,minion,,3
674,冰枪术,Ice Lance,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__CS2_031_zhCN_IceLance.png,spell,,1
675,寒冰护体,Ice Barrier,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__EX1_289_zhCN_IceBarrier.png,spell,,3
676,复活的铠甲,Animated Armor,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__LOE_119_zhCN_AnimatedArmor.png,minion,,4
677,鬼影巫师,Ghastly Conjurer,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__ICC_069_zhCN_GhastlyConjurer.png,minion,,4
678,陨石术,Meteor,epic,http://hearthstone.nos.netease.com/1/hscards/MAGE__UNG_955_zhCN_Meteor.png,spell,,6
679,寒冰行者,Ice Walker,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__ICC_068_zhCN_IceWalker.png,minion,elemental,2
680,火焰之地传送门,Firelands Portal,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__KAR_076_zhCN_FirelandsPortal.png,spell,,7
681,水元素,Water Elemental,normal,http://hearthstone.nos.netease.com/1/hscards/MAGE__CS2_033_zhCN_WaterElemental.png,minion,elemental,4
682,烈焰轰击,Flamecannon,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__GVG_001_zhCN_Flamecannon.png,spell,,2
683,碎雪机器人,Snowchugger,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__GVG_002_zhCN_Snowchugger.png,minion,meths,2
684,不稳定的传送门,Unstable Portal,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__GVG_003_zhCN_UnstablePortal.png,spell,,2
685,邪教女巫,Cult Sorcerer,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__OG_303_zhCN_CultSorcerer.png,minion,,2
686,冰冻药水,Freezing Potion,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__CFM_021_zhCN_FreezingPotion.png,spell,,0
687,法术共鸣,Mana Bind,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__UNG_024_zhCN_ManaBind.png,spell,,3
688,辛达苟萨,Sindragosa,legendary,http://hearthstone.nos.netease.com/1/hscards/MAGE__ICC_838_zhCN_Sindragosa.png,minion,dragon,8
689,秘法学家,Arcanologist,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__UNG_020_zhCN_Arcanologist.png,minion,,2
690,蒸汽涌动者,Steam Surger,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__UNG_021_zhCN_SteamSurger.png,minion,elemental,4
691,龙息术,Dragon's Breath,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__BRM_003_zhCN_DragonsBreath.png,spell,,5
692,烈焰喷涌,Flame Geyser,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__UNG_018_zhCN_FlameGeyser.png,spell,,2
693,冰龙吐息,Breath of Sindragosa,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__ICC_836_zhCN_BreathofSindragosa.png,spell,,1
694,阿诺玛鲁斯,Anomalus,legendary,http://hearthstone.nos.netease.com/1/hscards/MAGE__OG_120_zhCN_Anomalus.png,minion,elemental,8
695,巫师学徒,Sorcerer's Apprentice,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__EX1_608_zhCN_SorcerersApprentice.png,minion,,2
696,火山药水,Volcanic Potion,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__CFM_065_zhCN_VolcanicPotion.png,spell,,3
697,暗金教侍从,Kabal Lackey,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__CFM_066_zhCN_KabalLackey.png,minion,,1
698,地精炎术师,Goblin Blastmage,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__GVG_004_zhCN_GoblinBlastmage.png,minion,,4
699,变形术,Polymorph,normal,http://hearthstone.nos.netease.com/1/hscards/MAGE__CS2_022_zhCN_Polymorph.png,spell,,4
700,烈焰巨兽,Flame Leviathan,legendary,http://hearthstone.nos.netease.com/1/hscards/MAGE__GVG_007_zhCN_FlameLeviathan.png,minion,meths,7
701,法术反制,Counterspell,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__EX1_287_zhCN_Counterspell.png,spell,,3
702,巨龙召唤者奥兰纳,Dragoncaller Alanna,legendary,http://hearthstone.nos.netease.com/1/hscards/MAGE__LOOT_535_zhCN_DragoncallerAlanna.png,minion,,9
703,镜像实体,Mirror Entity,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__EX1_294_zhCN_MirrorEntity.png,spell,,3
704,派烙斯,Pyros,legendary,http://hearthstone.nos.netease.com/1/hscards/MAGE__UNG_027_zhCN_Pyros.png,minion,elemental,2
705,打开时空之门,Open the Waygate,legendary,http://hearthstone.nos.netease.com/1/hscards/MAGE__UNG_028_zhCN_OpentheWaygate.png,spell,,1
706,寒冰屏障,Ice Block,epic,http://hearthstone.nos.netease.com/1/hscards/MAGE__EX1_295_zhCN_IceBlock.png,spell,,3
707,魔网操控者,Leyline Manipulator,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__LOOT_537_zhCN_LeylineManipulator.png,minion,elemental,4
708,煤烟喷吐装置,Soot Spewer,rare,http://hearthstone.nos.netease.com/1/hscards/MAGE__GVG_123_zhCN_SootSpewer.png,minion,meths,3
709,时光修补匠托奇,Tok,legendary,http://hearthstone.nos.netease.com/1/hscards/MAGE__GIL_549_zhCN_TokiTimeTinker.png,minion,,6
710,怨灵之书,Book of Specters,epic,http://hearthstone.nos.netease.com/1/hscards/MAGE__GIL_548_zhCN_BookofSpecters.png,spell,,2
711,冰锥术,Cone of Cold,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__EX1_275_zhCN_ConeofCold.png,spell,,4
712,嗜法者,Spellslinger,common,http://hearthstone.nos.netease.com/1/hscards/MAGE__AT_007_zhCN_Spellslinger.png,minion,,3
713,奥术冲击,Arcane Blast,epic,http://hearthstone.nos.netease.com/1/hscards/MAGE__AT_004_zhCN_ArcaneBlast.png,spell,,1
714,麦迪文的残影,Echo of Medivh,epic,http://hearthstone.nos.netease.com/1/hscards/MAGE__GVG_005_zhCN_EchoofMedivh.png,spell,,4
